Price,Close
Ticker,AAPL
Date,
2025-01-02,
2025-01-03,
2025-01-06,
2025-01-07,
2025-01-08,
2025-01-10,
2025-01-13,
2025-01-14,
2025-01-15,
2025-01-16,
2025-01-17,
2025-01-21,
2025-01-22,
2025-01-23,
2025-01-24,
2025-01-27,
2025-01-28,
2025-01-29,
2025-01-30,
2025-01-31,
2025-02-03,
2025-02-04,
2025-02-05,
2025-02-06,
2025-02-07,233.0076446533203
2025-02-10,232.37191223144532
2025-02-11,231.95402587890624
2025-02-12,231.6403564453125
2025-02-13,231.62383666992187
2025-02-14,231.71028747558594
2025-02-18,232.02472290039063
2025-02-19,232.4527722167969
2025-02-20,232.96377014160157
2025-02-21,233.28064453125
2025-02-24,234.0424072265625
2025-02-25,234.73321960449218
2025-02-26,235.45004577636718
2025-02-27,235.99733947753907
2025-02-28,236.73256469726562
2025-03-03,237.3508380126953
2025-03-04,237.60311828613283
2025-03-05,237.51300659179688
2025-03-06,237.36268981933594
2025-03-07,237.43215759277345
2025-03-10,237.10253173828124
2025-03-11,236.8264239501953
2025-03-12,236.20537048339844
2025-03-13,235.30618347167967
2025-03-14,234.529130859375
2025-03-17,233.99523742675783
2025-03-18,233.3982995605469
2025-03-19,232.70479736328124
2025-03-20,231.7962219238281
2025-03-21,230.86809448242187
2025-03-24,229.91562561035155
2025-03-25,229.08884948730469
2025-03-26,228.157529296875
2025-03-27,227.28047607421874
2025-03-28,226.17717651367187
2025-03-31,225.1808154296875
2025-04-01,224.2291455078125
2025-04-02,223.57195434570312
2025-04-03,222.21088562011718
2025-04-04,220.07770751953126
2025-04-07,217.82043334960937
2025-04-08,215.28623596191406
2025-04-09,213.81423889160158
2025-04-10,212.0222247314453
2025-04-11,210.3894207763672
2025-04-14,209.3934588623047
2025-04-15,208.64728515625
2025-04-16,207.741103515625
2025-04-17,207.23434448242188
2025-04-21,206.42313049316405
2025-04-22,205.85412353515625
2025-04-23,205.5313134765625
2025-04-24,205.25718444824219
2025-04-25,205.06485473632813
2025-04-28,204.74044860839842
2025-04-29,204.3605792236328
2025-04-30,203.91167785644532
2025-05-01,203.5840802001953
2025-05-02,202.8458868408203
2025-05-05,202.08734375
2025-05-06,201.1448504638672
2025-05-07,200.06988098144532
2025-05-08,199.01645935058593
2025-05-09,198.83051513671876
2025-05-12,199.73575561523438
2025-05-13,201.00262329101562
2025-05-14,202.60623596191405
2025-05-15,203.12006958007814
2025-05-16,203.9626885986328
2025-05-19,204.39777526855468
2025-05-20,204.58177551269532
2025-05-21,204.59035522460937
2025-05-22,204.883798828125
2025-05-23,204.82578369140626
2025-05-27,205.11757141113281
2025-05-28,205.15519165039063
2025-05-29,204.98010803222655
2025-05-30,204.69055236816405
2025-06-02,204.39864685058595
2025-06-03,204.13515380859374
2025-06-04,203.81098571777343
2025-06-05,203.34784362792968
2025-06-06,202.98343139648438
2025-06-09,202.83835327148438
2025-06-10,202.99978881835938
2025-06-11,203.0209637451172
2025-06-12,203.14909912109374
2025-06-13,203.11787963867187
2025-06-16,203.12387268066405
2025-06-17,202.5185595703125
2025-06-18,201.8653009033203
2025-06-20,201.41261474609374
2025-06-23,201.01506591796874
2025-06-24,200.5771630859375
2025-06-25,200.28869079589845
2025-06-26,200.05455627441407
2025-06-27,200.0142022705078
2025-06-30,200.16642944335936
2025-07-01,200.6678601074219
2025-07-02,201.15650512695314
2025-07-03,201.6811102294922
2025-07-07,202.08065673828125
2025-07-08,202.44664123535156
2025-07-09,202.8238134765625
2025-07-10,203.1889990234375
2025-07-11,203.52222045898438
2025-07-14,203.84145751953125
2025-07-15,204.04882263183595
2025-07-16,204.39682800292968
2025-07-17,204.69049499511718
2025-07-18,205.1859326171875
2025-07-21,205.71653015136718
2025-07-22,206.43371643066405
2025-07-23,207.06220275878906
2025-07-24,207.78618103027344
2025-07-25,208.47739685058593
2025-07-28,208.9988055419922
2025-07-29,209.38916259765625
2025-07-30,209.73876586914062
2025-07-31,209.97889343261718
2025-08-01,210.0340313720703
2025-08-04,210.12472900390625
2025-08-05,210.03483093261718
2025-08-06,210.25178466796876
2025-08-07,210.5550402832031
2025-08-08,211.18632385253906
2025-08-11,211.8850439453125
2025-08-12,212.68016662597657
2025-08-13,213.57734069824218
2025-08-14,214.4017724609375
2025-08-15,215.22854736328125
2025-08-18,216.12880737304687
2025-08-19,216.9962890625
2025-08-20,217.63981811523436
2025-08-21,218.244541015625
2025-08-22,218.91731689453124
2025-08-25,219.5141522216797
2025-08-26,220.12027404785155
2025-08-27,220.7835852050781
2025-08-28,221.5452783203125
2025-08-29,222.28537658691405
